[2025/06/07 16:53:57] - Namespace(model='resnet50', model_norm='groupnorm', l2=0, l1=0, batch_size=128, data_dir='../cifar-data', epochs=200, lr_schedule='piecewise', lr_max=0.1, lr_one_drop=0.01, lr_drop_epoch=100, attack='pgd', epsilon=8, attack_iters=10, restarts=1, pgd_alpha=2, fgsm_alpha=1.25, norm='l_inf', fgsm_init='random', fname='resnet50_groupnorm_adv', seed=0, half=False, width_factor=10, resume=0, cutout=False, cutout_len=None, mixup=False, mixup_alpha=None, eval=False, val=False, chkpt_iters=10)
[2025/06/07 16:54:03] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2025/06/07 17:00:06] - 0 	 302.1 	 	 61.3 	 	 0.1000 	 2.6952 	 0.1032 	 2.7948 	 	 0.0955 	 	 2.3038 	 0.1000 	 2.3041 	 	 0.1000
[2025/06/07 17:05:46] - 1 	 281.4 	 	 58.7 	 	 0.1000 	 2.3034 	 0.1023 	 2.3044 	 	 0.0998 	 	 2.3065 	 0.1000 	 2.3067 	 	 0.1000
[2025/06/07 17:11:28] - 2 	 283.5 	 	 58.8 	 	 0.1000 	 2.3038 	 0.1012 	 2.3046 	 	 0.0979 	 	 2.3044 	 0.1000 	 2.3046 	 	 0.1000
[2025/06/07 17:17:09] - 3 	 282.9 	 	 57.7 	 	 0.1000 	 2.3035 	 0.1020 	 2.3048 	 	 0.0968 	 	 2.3034 	 0.1000 	 2.3036 	 	 0.1000
[2025/06/07 17:22:50] - 4 	 282.9 	 	 58.2 	 	 0.1000 	 2.3023 	 0.1067 	 2.3040 	 	 0.1024 	 	 2.3042 	 0.1000 	 2.3052 	 	 0.1000
[2025/06/07 17:28:31] - 5 	 282.4 	 	 58.7 	 	 0.1000 	 2.2682 	 0.1391 	 2.2919 	 	 0.1170 	 	 2.1929 	 0.1611 	 2.2364 	 	 0.1460
[2025/06/07 17:34:16] - 6 	 285.1 	 	 59.3 	 	 0.1000 	 2.0802 	 0.2351 	 2.1731 	 	 0.1868 	 	 2.0066 	 0.2815 	 2.0976 	 	 0.2305
[2025/06/07 17:40:01] - 7 	 286.5 	 	 58.5 	 	 0.1000 	 2.0041 	 0.2711 	 2.1245 	 	 0.2085 	 	 1.9549 	 0.3050 	 2.0685 	 	 0.2443
[2025/06/07 17:45:45] - 8 	 284.7 	 	 58.8 	 	 0.1000 	 1.9593 	 0.2905 	 2.1020 	 	 0.2212 	 	 1.8993 	 0.3081 	 2.0413 	 	 0.2387
[2025/06/07 17:51:26] - 9 	 282.3 	 	 58.4 	 	 0.1000 	 1.8985 	 0.3113 	 2.0737 	 	 0.2294 	 	 1.8315 	 0.3362 	 2.0107 	 	 0.2605
[2025/06/07 17:57:08] - 10 	 283.8 	 	 58.3 	 	 0.1000 	 1.8527 	 0.3355 	 2.0524 	 	 0.2393 	 	 1.8564 	 0.3338 	 2.0379 	 	 0.2468
[2025/06/07 18:02:49] - 11 	 281.9 	 	 58.7 	 	 0.1000 	 1.8065 	 0.3519 	 2.0278 	 	 0.2461 	 	 1.7602 	 0.3794 	 1.9527 	 	 0.2686
[2025/06/07 18:08:34] - 12 	 285.9 	 	 59.2 	 	 0.1000 	 1.7691 	 0.3689 	 2.0086 	 	 0.2514 	 	 1.7815 	 0.3962 	 1.9525 	 	 0.2926
[2025/06/07 18:14:18] - 13 	 285.4 	 	 58.5 	 	 0.1000 	 1.7429 	 0.3855 	 1.9976 	 	 0.2582 	 	 1.7409 	 0.3860 	 1.9539 	 	 0.2838
[2025/06/07 18:19:58] - 14 	 282.6 	 	 57.8 	 	 0.1000 	 1.7047 	 0.4001 	 1.9763 	 	 0.2657 	 	 1.6531 	 0.4199 	 1.9125 	 	 0.2914
[2025/06/07 18:25:44] - 15 	 286.0 	 	 59.4 	 	 0.1000 	 1.6732 	 0.4134 	 1.9609 	 	 0.2700 	 	 1.6095 	 0.4420 	 1.8799 	 	 0.3046
[2025/06/07 18:31:28] - 16 	 285.8 	 	 58.4 	 	 0.1000 	 1.6475 	 0.4248 	 1.9504 	 	 0.2737 	 	 1.6269 	 0.4365 	 1.8759 	 	 0.3125
[2025/06/07 18:37:14] - 17 	 286.6 	 	 59.2 	 	 0.1000 	 1.6181 	 0.4383 	 1.9318 	 	 0.2799 	 	 1.6170 	 0.4310 	 1.8870 	 	 0.3097
[2025/06/07 18:43:02] - 18 	 288.4 	 	 58.8 	 	 0.1000 	 1.5923 	 0.4507 	 1.9197 	 	 0.2858 	 	 1.5754 	 0.4397 	 1.9169 	 	 0.2862
[2025/06/07 18:48:48] - 19 	 287.2 	 	 59.3 	 	 0.1000 	 1.5779 	 0.4539 	 1.9124 	 	 0.2881 	 	 1.6401 	 0.4408 	 1.8923 	 	 0.3039
[2025/06/07 18:54:32] - 20 	 285.6 	 	 58.8 	 	 0.1000 	 1.5577 	 0.4636 	 1.9009 	 	 0.2948 	 	 1.5111 	 0.4744 	 1.8257 	 	 0.3323
[2025/06/07 19:00:16] - 21 	 284.5 	 	 58.6 	 	 0.1000 	 1.5273 	 0.4777 	 1.8832 	 	 0.2997 	 	 1.4964 	 0.4877 	 1.8069 	 	 0.3265
[2025/06/07 19:05:59] - 22 	 284.4 	 	 58.3 	 	 0.1000 	 1.5130 	 0.4857 	 1.8766 	 	 0.3039 	 	 1.4850 	 0.5041 	 1.8497 	 	 0.3139
[2025/06/07 19:11:42] - 23 	 284.3 	 	 58.7 	 	 0.1000 	 1.4976 	 0.4911 	 1.8703 	 	 0.3043 	 	 1.4203 	 0.5053 	 1.8158 	 	 0.3215
[2025/06/07 19:17:29] - 24 	 287.8 	 	 59.6 	 	 0.1000 	 1.4904 	 0.4967 	 1.8670 	 	 0.3076 	 	 1.4600 	 0.4908 	 1.8374 	 	 0.3186
[2025/06/07 19:23:17] - 25 	 288.8 	 	 59.6 	 	 0.1000 	 1.4608 	 0.5107 	 1.8493 	 	 0.3133 	 	 1.4162 	 0.5027 	 1.8223 	 	 0.3218
[2025/06/07 19:29:04] - 26 	 287.8 	 	 58.6 	 	 0.1000 	 1.4480 	 0.5111 	 1.8434 	 	 0.3149 	 	 1.4427 	 0.5294 	 1.7724 	 	 0.3483
[2025/06/07 19:34:43] - 27 	 281.2 	 	 57.7 	 	 0.1000 	 1.4339 	 0.5182 	 1.8344 	 	 0.3179 	 	 1.4623 	 0.4845 	 1.8902 	 	 0.3056
[2025/06/07 19:40:27] - 28 	 285.3 	 	 59.1 	 	 0.1000 	 1.4213 	 0.5255 	 1.8307 	 	 0.3205 	 	 1.4034 	 0.5221 	 1.7960 	 	 0.3203
[2025/06/07 19:46:15] - 29 	 289.4 	 	 58.9 	 	 0.1000 	 1.4148 	 0.5266 	 1.8256 	 	 0.3222 	 	 1.4000 	 0.5206 	 1.7758 	 	 0.3360
[2025/06/07 19:52:01] - 30 	 286.4 	 	 59.4 	 	 0.1000 	 1.4017 	 0.5313 	 1.8184 	 	 0.3246 	 	 1.3733 	 0.5351 	 1.8149 	 	 0.3313
[2025/06/07 19:57:50] - 31 	 288.8 	 	 59.5 	 	 0.1000 	 1.3820 	 0.5400 	 1.8066 	 	 0.3273 	 	 1.3949 	 0.5271 	 1.7797 	 	 0.3394
[2025/06/07 20:03:39] - 32 	 289.9 	 	 59.4 	 	 0.1000 	 1.3740 	 0.5454 	 1.8026 	 	 0.3307 	 	 1.3614 	 0.5563 	 1.7419 	 	 0.3588
[2025/06/07 20:09:25] - 33 	 287.0 	 	 59.2 	 	 0.1000 	 1.3607 	 0.5510 	 1.7931 	 	 0.3314 	 	 1.4753 	 0.5049 	 1.8127 	 	 0.3374
[2025/06/07 20:15:12] - 34 	 287.2 	 	 59.6 	 	 0.1000 	 1.3440 	 0.5565 	 1.7874 	 	 0.3358 	 	 1.2976 	 0.5704 	 1.7139 	 	 0.3554
[2025/06/07 20:20:58] - 35 	 286.4 	 	 59.8 	 	 0.1000 	 1.3381 	 0.5585 	 1.7815 	 	 0.3388 	 	 1.2559 	 0.5533 	 1.7320 	 	 0.3537
[2025/06/07 20:26:43] - 36 	 285.8 	 	 59.1 	 	 0.1000 	 1.3261 	 0.5672 	 1.7769 	 	 0.3414 	 	 1.3709 	 0.5413 	 1.7456 	 	 0.3604
